Date,Close,High,Low,Open,Volume,Return,LogReturn,HighLow,CloseOpen,MA20,MA40,Volatility20
2010-01-04,5232.200195,5238.450195,5167.100098,5200.899902,216147837,,,71.35009700000046,31.300293000000238,,,
2010-01-05,5277.899902,5288.350098,5242.399902,5277.149902,181246734,0.008734319272353464,0.008696395769779625,45.95019599999978,0.75,,,
2010-01-06,5281.799805,5310.850098,5260.049805,5278.149902,201910800,0.0007389118915501758,0.0007386390305636504,50.80029300000024,3.64990299999954,,,
2010-01-07,5263.100098,5302.549805,5244.75,5281.799805,238011959,-0.0035404043489678516,-0.0035466864121904335,57.79980499999965,-18.699706999999762,,,
2010-01-08,5244.75,5276.75,5234.700195,5264.25,206748015,-0.0034865569072062286,-0.0034926491114062076,42.04980499999965,-19.5,,,
2010-01-11,5249.399902,5287.200195,5227.799805,5263.799805,200774550,0.0008865822012489311,0.0008861894193876061,59.4003900000007,-14.39990299999954,,,
2010-01-12,5210.399902,5300.5,5200.950195,5251.100098,171282618,-0.007429420643898954,-0.007457156247818599,99.54980499999965,-40.70019599999978,,,
2010-01-13,5233.950195,5239.200195,5169.549805,5212.600098,167242355,0.004519862859463153,0.004509678954368102,69.6503900000007,21.35009700000046,,,
2010-01-14,5259.899902,5272.850098,5232.5,5234.5,153687597,0.004957958336093693,0.004945708134636274,40.35009799999989,25.39990200000011,,,
2010-01-15,5252.200195,5279.850098,5242.450195,5259.899902,141424524,-0.0014638504807044095,-0.0014649229565766616,37.39990299999954,-7.699706999999762,,,
2010-01-18,5274.850098,5292.5,5228.950195,5253.649902,167867201,0.0043124599518429285,0.004303187943643109,63.54980499999965,21.200195999999778,,,
2010-01-19,5225.649902,5287.799805,5218.649902,5274.200195,190009431,-0.009327316432869659,-0.009371088243762845,69.14990299999954,-48.55029300000024,,,
2010-01-20,5221.700195,5256.700195,5201.399902,5226.100098,270251977,-0.0007558307720706425,-0.0007561165561606604,55.30029300000024,-4.39990299999954,,,
2010-01-21,5094.149902,5220.350098,5085.450195,5220.200195,166405391,-0.024426965975973713,-0.024730253424151853,134.89990299999954,-126.05029300000024,,,
2010-01-22,5036.0,5094.149902,4954.850098,5094.149902,274773820,-0.01141503550517231,-0.011480687111412579,139.29980400000022,-58.14990200000011,,,
2010-01-25,5007.899902,5035.700195,4983.049805,5034.549805,275868897,-0.005579844718030191,-0.005595470203866781,52.6503900000007,-26.64990299999954,,,
2010-01-27,4853.100098,5008.5,4833.049805,5008.5,265191792,-0.03091112183336131,-0.03139894976333469,175.45019500000035,-155.3999020000001,,,
2010-01-28,4867.25,4929.899902,4824.950195,4863.0,226819473,0.0029156419019322755,0.0029113996619834276,104.94970699999976,4.25,,,
2010-01-29,4882.049805,4893.700195,4766.0,4866.149902,235090748,0.003040691355488123,0.003036077803421103,127.70019500000035,15.89990299999954,,,
2010-02-01,4899.700195,4918.799805,4827.149902,4882.049805,163105434,0.0036153645917180732,0.0036088448705400324,91.64990299999954,17.650390000000698,5143.39750965,,
2010-02-02,4830.100098,4951.149902,4814.100098,4907.850098,167815142,-0.01420497055534653,-0.014306826877503726,137.04980400000022,-77.75,5123.292504800001,,0.0101214018648079
2010-02-03,4931.850098,4949.149902,4831.0,4831.0,222362365,0.021065816015310324,0.02084699941178942,118.14990200000011,100.85009799999989,5105.9900146,,0.011247189103098559
2010-02-04,4845.350098,4931.299805,4832.350098,4931.299805,22091127,-0.01753905700318792,-0.017694688703879705,98.94970699999976,-85.94970699999976,5084.1675292499995,,0.011635534731811384
2010-02-05,4718.649902,4827.0,4692.350098,4819.649902,205364363,-0.026148821744025774,-0.02649678141223898,134.6499020000001,-101.0,5056.9450194500005,,0.012620690163613332
2010-02-08,4760.399902,4799.049805,4675.399902,4755.350098,175452494,0.00884786980748542,0.008808956770631475,123.64990299999954,5.049804000000222,5032.727514550001,,0.01301278033033225
2010-02-09,4792.649902,4810.399902,4739.350098,4760.549805,185053448,0.006774640925954811,0.006751796164780449,71.04980400000022,32.10009700000046,5009.890014549999,,0.013212141465366114
2010-02-10,4757.200195,4826.850098,4748.100098,4793.0,142638466,-0.007396681945244232,-0.007424173042971519,78.75,-35.79980499999965,4987.2300292,,0.013211755911103304
2010-02-11,4826.850098,4843.799805,4757.25,4757.25,153758927,0.014640944283405233,0.014534800435167874,86.54980499999965,69.60009799999989,4966.87502435,,0.013756269240062801
2010-02-15,4801.950195,4845.600098,4783.899902,4827.899902,156011235,-0.0051586236353842185,-0.005171975271460643,61.70019599999978,-25.949706999999762,4943.977539,,0.013596550694108173
2010-02-16,4855.75,4880.0,4791.350098,4801.799805,176502266,0.011203740733508383,0.011141443704946973,88.64990200000011,53.95019500000035,4924.155029250001,,0.014031359667501499
2010-02-17,4914.0,4929.700195,4857.600098,4858.649902,193513235,0.011996087113216314,0.011924704368882228,72.10009700000046,55.35009799999989,4906.11252435,,0.014366990709615446
